plot;tree.n;h.status.x;def;height;DBH;canopyA;mycrhz;pci;richness.05;richness.010;shannon.05;shannon.010;shrubcov.05;shrubcov.010;FRic05;FEve05;FDiv05;RaoQ05;FRic010;FEve010;FDiv010;RaoQ010;Ndef.m;Ntindex;Ndindex;basalA.hectare;stands.hectare;slope;comp;aridity.index;lat;long;pH;CO3;C;N;pbray;NO3;NH4;Ca.mass;Ca.mol;Mg.mass;Mg.mol;K.mass;K.mol;Na.mass;Na.mol;humid;sand;LAB.a.010;LAB.a.05;LAB.r.010;LAB.r.05;CIS.a.010;CIS.a.05;CIS.r.010;CIS.r.05;FAB.a.010;FAB.a.05;FAB.r.010;FAB.r.05;NMDS1;NMDS2
Los Portales;276;H;0;-0.272;0.194;-0.709;0.947;-0.573;1.036;1.296;1.149;0.951;1.089;0.166;-0.274;1.683;0.674;-0.297;-0.325;0.892;0.873;-0.241;-1.391;-0.465;-1.073;-0.48;-0.584;1.299;-0.312;-0.492;-0.422;0.178;0.265;-0.102;-0.798;-0.733;-0.447;-0.957;-0.149;-0.553;-0.553;1.455;1.453;-0.144;-0.144;0.133;0.131;-1.298;-0.103;0.069179786;0.833075274;0.108691185;0.344232165;0.272677469;0.539403861;0.672639099;0.141163941;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.138579369;0.070673294
Los Portales;277;H;10;0.333;0.083;-0.773;NA;NA;2.86;2.05;2.087;1.179;1.681;0.166;-0.273;1.031;0.367;-0.32;-0.324;0.577;0.222;-0.297;-0.794;-0.93;-0.863;-0.993;-0.786;-0.513;-1.187;-0.492;-0.422;0.177;0.302;-0.102;0.236;0.3;-0.396;-0.814;0.57;-0.314;-0.314;2.026;2.027;-0.245;-0.245;0.287;0.29;-0.781;-0.641;-0.454273998;-0.196317995;-0.467520612;-0.342184035;0.53326042;1.845595075;1.107918099;0.829954715;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.127626658;-0.166826283
Los Portales;278;H;0;-0.086;0.773;-0.773;NA;NA;1.492;0.92;1.664;0.249;2.092;0.195;-0.277;1.02;1.075;-0.303;-0.331;0.099;0.838;-0.272;-1.391;-1.467;-1.073;-1.55;-1.391;1.45;-1.1;-0.492;-0.423;0.177;-0.381;-0.102;-0.346;-0.29;-0.469;-0.595;0.32;-0.837;-0.837;1.147;1.145;-0.731;-0.73;-0.741;-0.739;-0.925;-0.001;-0.156138903;3.294667874;-0.146886628;1.110232852;0.434607601;0.077157873;0.897959993;-0.545131216;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.422007918;0.262252789
Los Portales;279;H;5;0.426;0.908;0.171;1.313;-0.573;1.036;0.543;1.498;1.267;-0.588;-0.955;-0.277;0.851;0.354;-0.296;-0.333;0.745;0.34;-0.209;-1.391;-0.764;-1.073;-0.781;0.827;-1.042;-1.753;-0.106;-0.418;0.176;-0.215;-0.102;0.07;-0.29;0.069;-0.892;0.762;-0.776;-0.776;2.354;2.354;-0.595;-0.595;-0.085;-0.081;-1.042;-0.27;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-1.153221925;1.259846902
La Acebuchosa;280;D;90;0.799;0.822;-0.916;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.391;-1.467;-1.073;-1.55;-1.391;-0.891;1.08;-1.309;-1.331;-1.111;-0.399;-0.102;-0.524;0.005;0.188;-0.492;1.505;-0.57;-0.57;0.496;0.496;-0.494;-0.494;-1.012;-1.014;-1.012;0.368;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;281;D;95;-0.551;-0.52;-1.507;-1.428;NA;-0.788;0.166;-1.077;0.951;-0.924;-0.994;-0.277;-0.885;-1.231;-0.353;3.502;1.236;1.2;5.365;-0.049;-0.713;-0.569;-0.601;-0.584;-0.74;0.07;-1.309;-1.331;-1.114;0.191;-0.102;-0.382;0.005;-0.022;-0.581;-0.712;-0.497;-0.497;0.761;0.762;-0.513;-0.513;-1.833;-1.831;-0.895;0.735;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.770152583;-0.709327253;-0.021246837;-1.044254965;-0.366713938;-0.283919524;0.376234988;5.931695939;0.225857404;1.682368086
La Acebuchosa;282;D;60;-0.318;0.145;-1.324;NA;NA;-0.788;-0.21;-1.077;0.442;-0.539;-0.898;-0.277;-0.885;-1.231;-0.353;0.879;0.699;0.67;5.589;-0.496;-0.912;-0.838;-1.091;-0.988;0.166;-0.755;-1.309;-1.33;-1.115;-1.008;-0.102;-0.762;-0.438;-0.268;-0.504;-0.627;-0.677;-0.677;-0.121;-0.119;-0.219;-0.219;-1.477;-1.481;-0.691;0.669;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.614699656;-0.196290641;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.975135783;-0.469693741
La Acebuchosa;283;H;15;-0.179;1.277;0.02;0.353;-0.573;-0.332;-0.587;-0.562;-0.839;-0.638;-0.043;-0.277;-0.885;1.262;0.534;-0.333;-1.093;1.331;1.045;0.622;-0.535;0.153;-0.566;0.222;-0.513;-1.224;-1.309;-1.326;-1.114;-0.971;-0.102;0.129;0.3;-0.223;0.69;-0.715;0.052;0.052;-0.057;-0.059;-0.51;-0.51;-1.601;-1.598;0.128;0.874;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.465997135;-0.324549794;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.941910058;0.407338489
La Acebuchosa;284;D;60;0.473;0.674;0.192;NA;NA;-0.332;-0.587;-0.47;-0.962;-0.44;-0.637;-0.277;-0.885;1.262;0.306;-0.333;-1.092;1.331;0.086;-1.391;-1.247;-1.073;-1.258;-1.189;0.242;-0.669;-1.309;-1.328;-1.115;-0.381;-0.102;-0.322;0.005;0.095;1.237;-0.086;-0.407;-0.407;0.291;0.291;-0.587;-0.586;-1.733;-1.736;0.862;0.293;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.284860433;-0.068031488;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.031812832;0.812568022
La Acebuchosa;285;D;40;1.031;-0.348;0.167;-0.329;-0.573;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.471;0.356;0.964;0.348;0.625;0.015;-1.039;-1.309;-1.331;-1.115;0.339;-0.102;-0.37;0.005;-0.218;-0.077;-0.87;-0.421;-0.421;0.178;0.179;-0.58;-0.58;-1.972;-1.969;0.065;0.07;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;286;H;5;-1.109;0.785;0.384;NA;NA;-0.332;-0.21;0.155;0.653;-0.884;-0.918;-0.277;-0.885;1.262;1.404;0.879;1.759;0.18;6.2;0.143;0.489;0.48;1.11;-0.383;-0.211;-1.1;-1.309;-1.34;-1.113;-0.159;-0.102;-0.679;0.005;0.006;0.562;-0.68;-0.095;-0.095;0.399;0.399;-0.39;-0.39;-1.752;-1.757;0.443;0.641;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.640110231;-0.645197677;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.834119487;-0.85429617
La Acebuchosa;287;H;4;0.054;0.415;-0.267;0.792;-0.573;-0.788;-0.21;-1.077;0.372;-0.924;-0.979;-0.277;-0.885;-1.231;-0.353;0.879;1.632;-0.148;4.69;0.015;-0.932;-0.751;-0.235;-0.786;-0.589;-0.238;-1.309;-1.336;-1.113;-0.824;-0.102;-0.441;0.005;0.083;-0.097;-0.704;-0.79;-0.79;0.752;0.753;-0.573;-0.573;-1.96;-1.958;-0.272;0.475;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.718334941;-0.696501338;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.119539694;-1.103948408
La Acebuchosa;288;H;15;-1.342;-0.533;-0.791;NA;NA;0.124;-0.21;0.836;0.495;-0.786;-0.952;0.8;1.749;0.681;2.168;1.756;1.191;0.633;5.031;-0.539;-0.312;-0.565;-0.243;-0.181;-0.211;-0.546;-1.309;-1.335;-1.112;-0.971;-0.102;-0.037;0.448;-0.391;0.408;0.447;-0.578;-0.578;-0.013;-0.012;-0.48;-0.479;-1.986;-1.99;0.065;0.168;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.695913846;-0.5810681;1.156566929;0.62032274;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.279963206;-0.751646339
La Acebuchosa;289;H;20;-0.97;-0.163;-1.071;0.051;NA;-0.788;-0.964;-1.077;-1.19;-0.914;-1.036;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.598;0.696;-0.35;0.58;0.625;0.242;-0.337;-1.309;-1.337;-1.111;-1.304;-0.102;0.379;0.595;0.077;-0.098;0.937;-0.585;-0.585;0.013;0.011;-0.234;-0.234;-1.488;-1.492;-0.027;0.418;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.789085953;-0.683675423;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.832681789;2.033237037
La Acebuchosa;290;H;0;0.054;0.699;0.292;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.484;-0.209;0.184;0.087;-0.786;-0.778;-0.361;-1.309;-1.337;-1.111;-1.58;-0.102;0.759;0.89;0.062;0.678;-0.505;-0.652;-0.652;0.435;0.436;-0.464;-0.465;-0.964;-0.961;0.128;0.083;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;291;D;65;-0.086;1.782;0.31;-0.851;-0.436;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.271;0.378;1.838;-0.1;-0.584;-0.778;-0.621;-1.309;-1.337;-1.11;-0.326;-0.102;0.521;0.743;-0.105;0.883;-0.644;-0.102;-0.102;0.283;0.282;-0.255;-0.255;-1.611;-1.608;0.065;-0.018;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;292;H;40;-0.644;1.413;0.537;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.241;-1.165;-0.827;-1.19;-0.988;0.317;-0.066;-1.309;-1.338;-1.11;-0.51;-0.102;-0.322;0.153;-0.295;0.554;-0.639;-0.373;-0.373;0.014;0.016;-0.504;-0.504;-1.605;-1.608;0.571;0.155;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;293;H;15;0.519;-0.028;-0.01;0.792;-0.521;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.135;-1.039;-1.023;-1.044;-0.988;-0.136;0.193;-1.309;-1.34;-1.11;-1.138;-0.102;0.165;0.3;1.529;1.807;-0.123;-0.545;-0.545;2.318;2.316;-0.422;-0.422;-1.634;-1.63;-0.06;0.261;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;294;H;0;0.426;-0.533;-0.797;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.305;-0.585;-1.028;-0.916;-0.786;-0.513;0.686;-1.309;-1.343;-1.109;-0.012;-0.102;4.073;5.169;8.507;1.241;-0.227;1.213;1.213;4.488;4.486;0.104;0.104;-1.713;-1.714;0.732;0.385;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;295;D;65;-1.016;-1.395;-0.309;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.879;0.562;-0.345;1.203;0.021;0.997;-0.213;-1.309;-1.342;-1.109;-1.488;-0.102;-0.703;0.005;0.604;0.157;-0.49;-0.786;-0.786;0.502;0.501;-0.619;-0.619;-1.796;-1.799;-0.365;0.451;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;296;H;10;1.124;2.337;0.341;0.032;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.391;-1.467;-1.073;-1.55;-1.391;-0.815;-0.3;-1.309;-1.344;-1.107;-0.455;-0.102;0.497;1.333;3.272;0.693;-0.351;0.693;0.693;1.576;1.574;-0.133;-0.133;3.67;3.673;-0.152;0.584;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;297;D;35;0.101;1.093;0.753;-0.856;-0.521;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.015;-0.024;-0.159;0.019;-0.584;0.982;-0.003;-1.309;-1.348;-1.108;-0.196;-0.102;-0.477;-0.438;0.485;-0.136;-0.748;-0.695;-0.695;0.406;0.408;-0.556;-0.556;-1.714;-1.714;0.699;0.397;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;298;D;15;0.752;0.76;0.566;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.581;-0.04;-0.633;0.106;-0.181;0.544;0.624;-1.309;-1.348;-1.108;-0.492;-0.102;1.21;1.48;0.428;1.194;-0.632;-0.129;-0.129;-0.061;-0.063;-0.397;-0.397;-1.905;-1.905;1.259;0.153;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Acebuchosa;299;D;85;0.473;0.945;-0.375;-0.086;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.391;-1.467;-1.073;-1.55;-1.391;-0.702;-0.731;-1.309;-1.331;-1.111;-0.289;-0.102;-0.714;-0.29;-0.11;-0.136;-0.752;-0.22;-0.22;0.466;0.468;-0.041;-0.041;-0.823;-0.824;0.003;0.554;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;300;H;25;-1.249;-0.286;-0.906;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.207;-0.708;-0.573;-0.629;-0.584;-1.042;-1.778;0.325;2.563;1.594;0.394;-0.102;-0.988;-0.585;1.49;0.503;-0.485;-0.273;-0.273;1.53;1.528;-0.614;-0.614;-1.261;-1.258;-0.661;1.252;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;301;H;5;0.612;-0.828;-0.946;0.825;1.133;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.135;-1.021;-1.02;-1.051;-1.189;-0.883;-1.815;0.325;2.574;1.592;0.819;-0.102;-0.406;0.005;3.803;0.427;-0.588;-0.337;-0.337;1.025;1.024;-0.641;-0.641;-1.303;-1.301;-0.868;1.04;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;302;H;30;-0.365;0.305;-0.402;NA;NA;-0.788;-0.964;-1.077;-1.19;-0.736;-0.77;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.995;0.214;0.897;0.388;0.424;-0.763;-1.1;0.325;2.565;1.595;0.136;-0.102;-0.964;-0.733;3.882;0.139;-0.664;-0.333;-0.333;1.028;1.028;-0.676;-0.676;-1.173;-1.174;-0.691;0.979;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-2.829333572;0.420430223
La Morra;303;H;10;-0.784;-0.348;-1.147;0.61;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.539;-0.286;-0.687;-0.46;-0.786;-0.868;-1.421;0.325;2.571;1.593;-0.473;-0.102;-0.322;-0.142;2.714;-0.129;-0.494;-0.543;-0.543;-0.079;-0.077;-0.744;-0.744;-1.221;-1.216;-0.982;0.993;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;304;H;0;-0.458;0.514;-1.012;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.283;-0.312;-0.514;-0.164;-0.786;-0.808;-1.716;0.325;2.576;1.593;-0.123;-0.102;-0.204;0.153;0.639;0.673;-0.603;-0.209;-0.209;0.153;0.151;-0.354;-0.354;-1.137;-1.142;-0.691;0.722;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;305;H;10;0.077;0.403;0.124;-1.631;1.27;-1.244;-0.964;-1.077;-1.19;-0.934;-0.893;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.432;-0.696;-0.705;-0.522;-0.584;-0.891;-1.593;0.325;2.57;1.593;0.154;-0.102;-0.56;-0.29;1.831;0.366;-0.644;-0.42;-0.42;1.188;1.187;-0.631;-0.632;-1.289;-1.29;-0.721;1.284;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-2.73503024;0.604488857
La Morra;306;H;20;0.566;1.043;0.135;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.391;-1.467;-1.073;-1.55;-1.391;-1.087;-1.84;0.337;2.573;1.591;-0.067;-0.102;-0.406;-0.142;2.54;1.757;0.19;-0.298;-0.298;1.529;1.528;-0.552;-0.553;-1.026;-1.025;-0.751;1.033;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;307;H;15;0.473;0.883;-1.275;0.627;0.673;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.335;-0.658;-0.336;-0.679;-0.584;-1.027;-1.495;0.337;2.575;1.591;-0.381;-0.102;-0.168;0.005;4.186;0.107;-0.202;-0.303;-0.303;0.556;0.557;-0.592;-0.592;-1.098;-1.099;-1.012;1.071;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;308;H;30;-0.504;0.021;-1.029;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.624;-1.302;-0.997;-1.385;-0.988;-1.117;-1.692;0.325;2.563;1.593;1.077;-0.102;-0.477;-0.142;4.311;-0.61;-0.048;-0.299;-0.299;1.222;1.224;-0.601;-0.601;-0.981;-0.983;-1.241;1.091;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
La Morra;309;H;5;-0.923;0.785;-0.565;-0.926;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.05;-0.481;-0.895;-0.481;-0.786;-1.042;-1.224;0.325;2.569;1.592;-0.326;-0.102;-0.263;-0.142;1.232;-0.155;-0.575;-0.51;-0.51;0.244;0.245;-0.687;-0.687;-1.004;-1.004;-0.838;1.002;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Patrás;310;H;10;-0.365;0.206;0.132;0.422;NA;1.492;0.92;1.241;0.758;-0.342;0.142;1.933;0.377;0.041;1.173;-0.021;0.022;-0.156;-0.293;-0.879;-1.385;-1.053;-1.465;-1.189;-0.513;-0.805;0.801;-0.305;-0.724;1.022;-0.102;4.785362942;2.573670945;-0.192;0.462;3.406;2.289;2.289;1.562;1.56;1.645;1.645;-0.956;-0.951;0.927;0.164;-0.329249604;-0.250334134;-0.323467663;-0.028820118;0.119715775;-0.180386506;0.447318205;0.672730734;1.032063085;0.147315862;1.492356233;1.048769769;-0.188678609;-1.043866311
Patrás;311;H;30;-1.202;-1.087;-0.039;NA;NA;0.58;0.543;-0.36;0.249;0.398;0.216;0.837;1.448;-0.24;-0.166;-0.218;1.78;-0.485;-0.319;2.264;0.451;1.972;0.213;0.625;-0.136;-0.682;0.801;-0.306;-0.725;0.21;-0.102;0.24618545;-0.304505144;-0.384;-0.645;2.756;-0.5;-0.5;-0.349;-0.348;0.659;0.659;-0.844;-0.845;-0.302;0.054;-0.209720787;-0.256507407;-0.207295929;-0.277521639;0.539737626;0.957528699;1.031104158;1.361521509;0.01849614;-0.318363245;0.108147042;-0.368853957;-0.142475407;-0.960659856
Patrás;312;D;85;-0.225;-0.73;-0.382;0.886;-0.573;0.58;0.543;1.204;0.916;1.434;1.398;-0.014;1.354;0.258;0.736;-0.318;-0.199;-0.374;-0.299;1.612;-0.687;0.097;-0.762;-0.584;-0.362;-0.928;0.801;-0.302;-0.726;1.114;-0.102;-0.337081887;-0.787999657;-0.603;-0.995;0.518;-0.622;-0.622;-0.823;-0.824;1.214;1.214;-1.346;-1.343;-0.895;0.214;0.778109319;2.325464016;0.183041094;1.025674334;0.803808303;0.368049632;0.209194987;-0.170788403;2.303802741;2.161584663;1.339163121;1.521311012;-0.039234823;-1.28359929
Patrás;313;D;60;-0.97;-0.841;-0.941;-1.245;NA;1.036;0.92;1.388;1.144;1.138;0.955;0.215;1.166;0.013;0.556;-0.288;0.514;0.068;-0.305;1.676;-0.79;-0.15;-0.933;-0.584;0.815;0.501;0.801;-0.303;-0.726;1.04;-0.102;-0.06178976;-0.535670871;-0.599;-0.813;0.627;-0.235;-0.235;-0.483;-0.483;1.684;1.684;-0.579;-0.58;-0.661;0.653;0.545921158;1.674183717;0.183041094;0.841635208;0.71013795;0.570186057;0.408911234;0.141163941;0.754766468;0.947787937;0.502072187;0.733742274;-0.091844562;-1.180464146
Patrás;314;H;25;-1.156;-1.456;-0.727;0.497;-0.573;0.124;0.543;-0.36;0.091;-0.49;-0.191;0.371;1.695;0.488;-0.071;-0.165;0.389;-0.383;-0.331;2.102;-0.072;1.286;-0.7;-0.181;-0.362;-1.051;0.581;-0.306;-0.723;-0.898;-0.102;-1.013370309;-1.23616814;-0.412;-0.222;0.014;-0.808;-0.808;-0.69;-0.689;0.047;0.047;-1.1;-1.099;0.003;0.143;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.181996595;-0.131648028;1.210336688;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.389170262;-0.500949684
Patrás;315;H;40;-0.039;0.292;0.054;NA;NA;-0.788;0.166;-1.077;-0.155;-0.786;-0.708;-0.277;-0.885;-1.231;-0.353;-0.269;1.739;0.268;-0.327;0.143;-1.144;-0.846;-1.249;-1.189;-0.302;-0.484;0.581;-0.307;-0.722;-0.898;-0.102;-0.45901493;-0.415204225;-0.291;1.806;1.309;-0.45;-0.45;-0.693;-0.693;0.137;0.137;-0.931;-0.93;0.699;0.016;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.383513252;-0.516938524;1.389569217;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.290963799;-1.015293158
Patrás;316;H;30;-0.737;-0.447;-0.517;0.538;-0.573;-0.332;-0.21;-0.617;0.618;-0.342;-0.671;-0.277;-0.884;1.262;-0.203;-0.313;1.184;0.991;-0.304;0.556;-0.029;0.334;0.026;1.23;-0.891;1.548;0.581;-0.302;-0.719;-0.732;-0.102;0.360576243;-0.47380962;-0.065;-0.226;0.266;-0.734;-0.734;-0.013;-0.012;-0.583;-0.582;-1.353;-1.354;-0.604;0.683;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.416397525;0.008924004;0.956850682;1.284157328;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.249697904;-1.488850348
Patrás;317;H;10;-0.179;-1.087;-0.332;NA;NA;1.492;1.296;1.94;1.864;0.743;0.043;0.22;0.902;0.471;1.146;-0.143;0.819;0.592;-0.284;0.718;-0.87;-0.62;-0.935;0.222;0.242;-0.706;0.581;-0.299;-0.721;0.191;-0.102;-0.122127761;-0.294737578;-0.542;-0.641;1.728;-0.743;-0.744;-0.107;-0.105;0.105;0.105;-0.623;-0.622;-0.574;0.371;0.436009603;1.104699285;0.633787418;0.717284447;-0.307281528;0.271598749;-0.20816076;0.078773472;0.443320021;0.925743956;0.808458412;0.973163171;-0.118410789;-0.395584089
